,r2,mse,rmse,mae
Heuristic,-4.25715971585916e-07,117.13846629308934,10.823052540438365,8.642922062864466
DecisionTreeRegressor,-0.41511397011545004,165.76420952077694,12.874945029815736,9.456933609297883
RandomForestRegressor,0.29064096586299704,83.09319393585594,9.115546825937319,6.961619699623203
SVR,0.31799575837377303,79.8888968594984,8.938058897741634,6.629315874643598
LinearRegression,0.4095795843411968,69.16091251549544,8.31630401774102,6.428596114445654
