,r2,mse,rmse,mae
DecisionTreeRegressor,-0.36721728749767846,160.0367775831874,12.650564318764099,9.328610093934087
RandomForestRegressor,0.1967126631590973,94.02712943798757,9.696758707835706,7.381053972297407
SVR,0.34709860668394,76.42401542267865,8.742083013943454,6.452925322287492
LinearRegression,0.4337483309379957,66.28141206701827,8.141339697311388,6.250438207912751
